date,position,song_name,artist_name,last_position,peak_position,weeks_on_chart
2019-10-26,70,All Dat,Moneybagg Yo X Megan Thee Stallion,0,70,1
2019-10-26,73,In Control,YoungBoy Never Broke Again,0,73,1
2019-10-26,79,Time I'm On,YoungBoy Never Broke Again,0,79,1
2019-10-26,100,Rich As Hell,YoungBoy Never Broke Again,0,100,1
2019-11-02,15,Lose You To Love Me,Selena Gomez,0,15,1
2019-11-02,97,Somebody,"Internet Money, Lil Tecca & A Boogie Wit da Hoodie",0,97,1
2019-11-02,98,DHL,Frank Ocean,0,98,1
2019-11-09,7,Follow God,Kanye West,0,7,1
2019-11-09,17,Closed On Sunday,Kanye West,0,17,1
2019-11-09,19,Selah,Kanye West,0,19,1
2019-11-09,23,On God,Kanye West,0,23,1
2019-11-09,27,Look At Her Now.,Selena Gomez,0,27,1
2019-11-09,33,Everything We Need,Kanye West Featuring Ty Dolla $ign & Ant Clemons,0,33,1
2019-11-09,36,God Is,Kanye West,0,36,1
2019-11-09,37,Use This Gospel,Kanye West Featuring Clipse & Kenny G,0,37,1
2019-11-09,45,Every Hour,Kanye West Featuring Sunday Service Choir,0,45,1
2019-11-09,51,Water,Kanye West Featuring Ant Clemons,0,51,1
2019-11-09,60,Hands On,Kanye West Featuring Fred Hammond,0,60,1
2019-11-09,63,Jesus Is Lord,Kanye West,0,63,1
2019-11-09,75,Start Wit Me,Roddy Ricch & Gunna,0,75,1
2019-11-09,93,What She Wants Tonight,Luke Bryan,0,93,1
2019-11-16,30,Don't Start Now,Dua Lipa,0,30,1
2019-11-16,34,Roxanne,Arizona Zervas,0,34,1
2019-11-16,55,Immortal,21 Savage,0,55,1
2019-11-16,70,It All Comes Out In The Wash,Miranda Lambert,0,70,1
2019-11-16,79,Love Me More,Trippie Redd,0,79,1
2019-11-16,85,In My Room,Frank Ocean,0,85,1
2019-11-16,88,Ridin' Roads,Dustin Lynch,0,88,1
2019-11-16,90,For My Daughter,Kane Brown,0,90,1
2019-11-16,91,Easy,DaniLeigh Featuring Chris Brown,0,91,1
2019-11-16,100,Big Boy Diamonds,Gucci Mane Featuring Kodak Black & London On Da Track,0,100,1
2019-11-23,19,Woah,Lil Baby,0,19,1
2019-11-23,56,Heart On Ice,Rod Wave,0,56,1
2019-11-23,72,Better Together,Luke Combs,0,72,1
2019-11-23,74,Everything I Wanted,Billie Eilish,0,74,1
2019-11-23,78,Tusa,Karol G & Nicki Minaj,0,78,1
2019-11-23,81,Yellow Hearts,Ant Saunders,0,81,1
2019-11-23,83,Jerry Sprunger,Tory Lanez & T-Pain,0,83,1
2019-11-23,90,Show Me Love,Alicia Keys Featuring Miguel,0,90,1
2019-11-23,92,Valentino,24kGoldn,0,92,1
2019-11-30,49,Reply,A Boogie Wit da Hoodie Featuring Lil Uzi Vert,0,49,1
2019-11-30,55,None Of Your Concern,Jhene Aiko Featuring Big Sean,0,55,1
2019-11-30,60,Watermelon Sugar,Harry Styles,0,60,1
2019-11-30,66,The Take,Tory Lanez Featuring Chris Brown,0,66,1
2019-11-30,75,Falling,Trevor Daniel,0,75,1
2019-11-30,87,Beauty In The Benz,Tory Lanez Featuring Snoop Dogg,0,87,1
2019-11-30,89,Up All Night,Khalid,0,89,1
2019-11-30,93,We Back,Jason Aldean,0,93,1
2019-11-30,95,Homesick,Kane Brown,0,95,1
2019-11-30,97,Death,Trippie Redd Featuring DaBaby,0,97,1
2019-11-30,99,Hell Right,Blake Shelton Featuring Trace Adkins,0,99,1
2019-11-30,100,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,0,100,1
2019-12-07,32,Heartless,The Weeknd,0,32,1
2019-12-07,33,Vete,Bad Bunny,0,33,1
2019-12-07,55,Into The Unknown,Idina Menzel & AURORA,0,55,1
2019-12-07,58,Who Needs Love,Trippie Redd,0,58,1
2019-12-07,60,6 Kiss,Trippie Redd Featuring Juice WRLD & YNW Melly,0,60,1
2019-12-07,63,Loyal,PARTYNEXTDOOR Featuring Drake,0,63,1
2019-12-07,64,Suicidal,YNW Melly & Juice WRLD,0,64,1
2019-12-07,84,Hate Me,Trippie Redd Featuring YoungBoy Never Broke Again,0,84,1
2019-12-07,87,Candy,Doja Cat,0,87,1
2019-12-07,95,Cuban Links,Rod Wave & Kevin Gates,0,95,1
2019-12-07,98,Into The Unknown,Panic! At The Disco,0,98,1
2019-12-07,99,Show Yourself,Idina Menzel & Evan Rachel Wood,0,99,1
2019-12-14,11,Blinding Lights,The Weeknd,0,11,1
2019-12-14,47,Happy Holiday / The Holiday Season,Andy Williams,0,47,1
2019-12-14,68,No Idea,Don Toliver,0,68,1
2019-12-14,72,Like It's Christmas,Jonas Brothers,0,72,1
2019-12-14,83,Tip Toe,Roddy Ricch Featuring A Boogie Wit da Hoodie,0,83,1
2019-12-21,35,Adore You,Harry Styles,0,35,1
2019-12-21,47,The Box,Roddy Ricch,0,47,1
2019-12-21,59,Christmas Tree Farm,Taylor Swift,0,59,1
2019-12-21,72,Peta,Roddy Ricch Featuring Meek Mill,0,72,1
2019-12-21,82,My Oh My,Camila Cabello Featuring DaBaby,0,82,1
2019-12-21,85,Bad Vibes Forever,XXXTENTACION Featuring PnB Rock & Trippie Redd,0,85,1
2019-12-21,97,Lord Above,Fat Joe & Dre Featuring Eminem & Mary J. Blige,0,97,1
2019-12-21,98,Big Stepper,Roddy Ricch,0,98,1
2019-12-21,100,BEST ON EARTH,Russ & BIA,0,100,1
2019-12-28,5,Futsal Shuffle 2020,Lil Uzi Vert,0,5,1
2019-12-28,62,Falling,Harry Styles,0,62,1
2019-12-28,67,Dirty Iyanna,YoungBoy Never Broke Again,0,67,1
2019-12-28,78,Let Me Know (I Wonder Why Freestyle),Juice WRLD,0,78,1
2019-12-28,79,Nobody But You,Blake Shelton Duet With Gwen Stefani,0,79,1
2019-12-28,83,Famous Hoes,NLE Choppa,0,83,1
2019-12-28,84,Cherry,Harry Styles,0,84,1
2019-12-28,86,Golden,Harry Styles,0,86,1
2019-12-28,99,She,Harry Styles,0,99,1
2020-01-04,45,Baby It's Cold Outside,Dean Martin,0,45,1
2020-01-04,49,"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,0,49,1
2020-01-04,69,Happy Xmas (War Is Over),John Legend,0,69,1
2020-01-04,85,Slide,H.E.R. Featuring YG,0,85,1
2020-01-11,38,Out West,JACKBOYS Featuring Young Thug,0,38,1
2020-01-11,48,GANG GANG,JACKBOYS & Sheck Wes,0,48,1
2020-01-11,52,HAD ENOUGH,Don Toliver Featuring Quavo & Offset,0,52,1
2020-01-11,56,WHAT TO DO?,JACKBOYS Featuring Don Toliver,0,56,1
2020-01-11,69,GATTI,"JACKBOYS, Pop Smoke & Travis Scott",0,69,1
2020-01-11,70,High Fashion,Roddy Ricch Featuring Mustard,0,70,1
2020-01-11,74,I Hope,Gabby Barrett Featuring Charlie Puth,0,74,1
2020-01-11,84,Make Me Want To,Jimmie Allen,0,84,1
2020-01-11,88,More Hearts Than Mine,Ingrid Andress,0,88,1
2020-01-11,90,I Wish Grandpas Never Died,Riley Green,0,90,1
2020-01-11,99,Slow Dance In A Parking Lot,Jordan Davis,0,99,1
2020-01-11,100,July,Noah Cyrus & Leon Bridges,0,100,1
2020-01-18,2,Yummy,Justin Bieber,0,2,1
2020-01-18,60,U Played,MoneyBagg Yo Featuring Lil Baby,0,60,1
2020-01-18,70,SUGAR,BrockHampton,0,70,1
2020-01-18,90,All I Want,Olivia Rodrigo,0,90,1
2020-01-18,93,I Hope You're Happy Now,Carly Pearce & Lee Brice,0,93,1
2020-01-18,94,20/20,Lil Tjay,0,94,1
2020-01-18,95,Say So,Doja Cat Featuring Nicki Minaj,0,95,1
2020-01-18,98,ORANGE SODA,Baby Keem,0,98,1
2020-01-25,2,Life Is Good,Future Featuring Drake,0,2,1
2020-01-25,16,Sum 2 Prove,Lil Baby,0,16,1
2020-01-25,17,Good News,Mac Miller,0,17,1
2020-01-25,29,You Should Be Sad,Halsey,0,29,1
2020-01-25,30,Rare,Selena Gomez,0,30,1
2020-01-25,83,Eleven,Khalid,0,83,1
2020-01-25,86,Conversations In The Dark,John Legend,0,86,1
2020-01-25,89,Protect da Brand,Moneybagg Yo Featuring DaBaby,0,89,1
2020-02-01,3,Godzilla,Eminem Featuring Juice WRLD,0,3,1
2020-02-01,16,What A Man Gotta Do,Jonas Brothers,0,16,1
2020-02-01,28,Darkness,Eminem,0,28,1
2020-02-01,31,Those Kinda Nights,Eminem Featuring Ed Sheeran,0,31,1
2020-02-01,36,Unaccommodating,Eminem Featuring Young M.A,0,36,1
2020-02-01,38,Blue World,Mac Miller,0,38,1
2020-02-01,48,Circles,Mac Miller,0,48,1
2020-02-01,52,You Gon' Learn,"Eminem Featuring Royce da 5'9"" & White Gold",0,52,1
2020-02-01,57,Black Swan,BTS,0,57,1
2020-02-01,58,P*$$y Fairy (OTW),Jhene Aiko,0,58,1
2020-02-01,61,Leaving Heaven,Eminem Featuring Skylar Grey,0,61,1
2020-02-01,63,Complicated,Mac Miller,0,63,1
2020-02-01,64,Hand Me Downs,Mac Miller,0,64,1
2020-02-01,67,Premonition (Intro),Eminem,0,67,1
2020-02-01,68,I Can See,Mac Miller,0,68,1
2020-02-01,71,In Too Deep,Eminem,0,71,1
2020-02-01,75,Woods,Mac Miller,0,75,1
2020-02-01,80,Everybody,Mac Miller,0,80,1
2020-02-01,83,Marsh,Eminem,0,83,1
2020-02-01,84,No Regrets,Eminem Featuring Don Toliver,0,84,1
2020-02-01,89,Lock It Up,Eminem Featuring Anderson .Paak,0,89,1
2020-02-01,91,Surf,Mac Miller,0,91,1
2020-02-01,93,Stepdad,Eminem,0,93,1
2020-02-01,100,That's On Me,Mac Miller,0,100,1
2020-02-08,31,B.I.T.C.H.,Megan Thee Stallion,0,31,1
2020-02-08,34,Anyone,Demi Lovato,0,34,1
2020-02-08,80,Letter To Nipsey,Meek Mill Featuring Roddy Ricch,0,80,1
2020-02-08,82,Chasin' You,Morgan Wallen,0,82,1
2020-02-08,85,Before You Go,Lewis Capaldi,0,85,1
2020-02-08,88,Homemade,Jake Owen,0,88,1
2020-02-08,93,Underdog,Alicia Keys,0,93,1
2020-02-08,94,First Man,Camila Cabello,0,94,1
2020-02-08,95,What If I Told You That I Love You,Ali Gatie,0,95,1
2020-02-08,96,Catch,Brett Young,0,96,1
2020-02-08,100,Dive Bar,Garth Brooks & Blake Shelton,0,100,1
2020-02-15,33,I Do It,Lil Wayne Featuring Big Sean & Lil Baby,0,33,1
2020-02-15,50,Only The Young,Taylor Swift,0,50,1
2020-02-15,60,Physical,Dua Lipa,0,60,1
2020-02-15,61,Mahogany,Lil Wayne,0,61,1
2020-02-15,69,King Of My City,A Boogie Wit da Hoodie,0,69,1
2020-02-15,87,Mama Mia,Lil Wayne,0,87,1
2020-02-15,88,Funeral,Lil Wayne,0,88,1
2020-02-15,89,Nice To Meet Ya,Meghan Trainor Featuring Nicki Minaj,0,89,1
2020-02-15,93,Get Me,Justin Bieber Featuring Kehlani,0,93,1
2020-02-22,11,Intentions,Justin Bieber Featuring Quavo,0,11,1
2020-02-22,23,Yikes,Nicki Minaj,0,23,1
2020-02-22,57,Know Your Worth,Khalid x Disclosure,0,57,1
2020-02-22,62,Blueberry Faygo,Lil Mosey,0,62,1
2020-02-22,68,Run,Joji,0,68,1
2020-02-22,83,KEII,Anuel AA,0,83,1
2020-02-22,90,Believe,Meek Mill Featuring Justin Timberlake,0,90,1
2020-02-22,96,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",0,96,1
2020-02-22,97,No Judgement,Niall Horan,0,97,1
2020-02-29,16,No Time To Die,Billie Eilish,0,16,1
2020-02-29,23,Numbers,"A Boogie Wit da Hoodie Featuring Roddy Ricch, Gunna & London On Da Track",0,23,1
2020-02-29,24,Forever,Justin Bieber Featuring Post Malone & Clever,0,24,1
2020-02-29,46,To Die For,Sam Smith,0,46,1
2020-02-29,48,g n f (Give No Fxk),"Migos, Young Thug & Travis Scott",0,48,1
2020-02-29,49,Dior,Pop Smoke,0,49,1
2020-02-29,58,Me And My Guitar,A Boogie Wit da Hoodie,0,58,1
2020-02-29,60,Go Stupid,Polo G Featuring NLE Choppa & Stunna 4 Vegas,0,60,1
2020-02-29,66,Might Not Give Up,A Boogie Wit da Hoodie Featuring Young Thug,0,66,1
2020-02-29,73,Thug Love,A Boogie Wit da Hoodie,0,73,1
2020-02-29,77,After Hours,The Weeknd,0,77,1
2020-02-29,79,Ignorantes,Bad Bunny & Sech,0,79,1
2020-02-29,80,Stain,A Boogie Wit da Hoodie Featuring DaBaby,0,80,1
2020-02-29,86,Come Around Me,Justin Bieber,0,86,1
2020-02-29,95,Cinderella Story,A Boogie Wit da Hoodie,0,95,1
2020-02-29,98,Habitual,Justin Bieber,0,98,1
2020-02-29,100,All Around Me,Justin Bieber,0,100,1
2020-03-07,4,ON,BTS,0,4,1
2020-03-07,28,Lil Top,YoungBoy Never Broke Again,0,28,1
2020-03-07,47,Red Eye,YoungBoy Never Broke Again,0,47,1
2020-03-07,58,Fine By Time,YoungBoy Never Broke Again,0,58,1
2020-03-07,59,Bad Bad,YoungBoy Never Broke Again,0,59,1
2020-03-07,60,Knocked Off,YoungBoy Never Broke Again,0,60,1
2020-03-07,71,Moral Of The Story,Ashe Featuring Niall Horan,0,71,1
2020-03-07,80,RIP Lil Phat,YoungBoy Never Broke Again,0,80,1
2020-03-07,84,My Time,BTS,0,84,1
2020-03-07,85,Long RD,YoungBoy Never Broke Again,0,85,1
2020-03-07,87,Filter,BTS,0,87,1
2020-03-07,89,Bat Man,YoungBoy Never Broke Again,0,89,1
2020-03-07,93,Shake The Room,Pop Smoke Featuring Quavo,0,93,1
2020-03-07,98,Feel Me,Selena Gomez,0,98,1
2020-03-14,5,Stupid Love,Lady Gaga,0,5,1
2020-03-14,18,Heatin Up,Lil Baby & Gunna,0,18,1
2020-03-14,21,That Way,Lil Uzi Vert,0,21,1
2020-03-14,23,Commercial,Lil Baby Featuring Lil Uzi Vert,0,23,1
2020-03-14,28,Live Off My Closet,Lil Baby Featuring Future,0,28,1
2020-03-14,31,Emotionally Scarred,Lil Baby,0,31,1
2020-03-14,32,Si Veo A Tu Mama,Bad Bunny,0,32,1
2020-03-14,33,La Dificil,Bad Bunny,0,33,1
2020-03-14,38,PTSD,"G Herbo Featuring Chance The Rapper, Juice WRLD & Lil Uzi Vert",0,38,1
2020-03-14,48,Grace,Lil Baby & 42 Dugg,0,48,1
2020-03-14,53,La Santa,Bad Bunny X Daddy Yankee,0,53,1
2020-03-14,54,Get Ugly,Lil Baby,0,54,1
2020-03-14,58,No Sucker,Lil Baby & Moneybagg Yo,0,58,1
2020-03-14,59,How,Lil Baby,0,59,1
2020-03-14,61,The Other Side,SZA X Justin Timberlake,0,61,1
2020-03-14,63,Pero Ya No,Bad Bunny,0,63,1
2020-03-14,64,Forever,Lil Baby Featuring Lil Wayne,0,64,1
2020-03-14,69,Yo Perreo Sola,Bad Bunny,0,69,1
2020-03-14,78,Same Thing,Lil Baby,0,78,1
2020-03-14,81,Safaera,"Bad Bunny, Jowell & Randy & Nengo Flow",0,81,1
2020-03-14,89,Bichiyal,Bad Bunny & Yaviah,0,89,1
2020-03-14,91,We Should,Lil Baby & Young Thug,0,91,1
2020-03-14,94,Solia,Bad Bunny,0,94,1
2020-03-14,97,Esta Cabron Ser Yo,Bad Bunny X Anuel AA,0,97,1
2020-03-14,98,Sunday Best,Surfaces,0,98,1
2020-03-14,99,Can't Explain,Lil Baby,0,99,1
2020-03-21,6,Baby Pluto,Lil Uzi Vert,0,6,1
2020-03-21,8,Lo Mein,Lil Uzi Vert,0,8,1
2020-03-21,9,Silly Watch,Lil Uzi Vert,0,9,1
2020-03-21,11,P2,Lil Uzi Vert,0,11,1
2020-03-21,18,I Love Me,Demi Lovato,0,18,1
2020-03-21,22,Homecoming,Lil Uzi Vert,0,22,1
2020-03-21,24,B.S.,Jhene Aiko Featuring H.E.R.,0,24,1
2020-03-21,25,Prices,Lil Uzi Vert,0,25,1
2020-03-21,28,POP,Lil Uzi Vert,0,28,1
2020-03-21,33,Bigger Than Life,Lil Uzi Vert,0,33,1
2020-03-21,34,Celebration Station,Lil Uzi Vert,0,34,1
2020-03-21,36,You Better Move,Lil Uzi Vert,0,36,1
2020-03-21,37,I'm Sorry,Lil Uzi Vert,0,37,1
2020-03-21,39,Venetia,Lil Uzi Vert,0,39,1
2020-03-21,45,Chrome Heart Tags,Lil Uzi Vert,0,45,1
2020-03-21,51,Bust Me,Lil Uzi Vert,0,51,1
2020-03-21,65,Happiness Over Everything (H.O.E.),Jhene Aiko Featuring Future & Miguel,0,65,1
2020-03-21,72,Secure The Bag,Lil Uzi Vert,0,72,1
2020-03-21,74,Captain Hook,Megan Thee Stallion,0,74,1
2020-03-21,76,Urgency,Lil Uzi Vert Featuring Syd,0,76,1
2020-03-21,79,SkyBox,Gunna,0,79,1
2020-03-21,89,Oprah's Bank Account,"Lil Yachty, Drake & DaBaby",0,89,1
2020-03-28,13,Myron,Lil Uzi Vert,0,13,1
2020-03-28,19,Bean (Kobe),Lil Uzi Vert Featuring Chief Keef,0,19,1
2020-03-28,26,Yessirskiii,Lil Uzi Vert & 21 Savage,0,26,1
2020-03-28,45,Lotus,Lil Uzi Vert,0,45,1
2020-03-28,54,Wassup,Lil Uzi Vert Featuring Future,0,54,1
2020-03-28,60,Strawberry Peels,Lil Uzi Vert Featuring Young Thug & Gunna,0,60,1
2020-03-28,62,Moon Relate,Lil Uzi Vert,0,62,1
2020-03-28,66,I Can Show You,Lil Uzi Vert,0,66,1
2020-03-28,68,Trap This Way (This Way),Lil Uzi Vert,0,68,1
2020-03-28,71,Death Bed,Powfu Featuring beabadoobee,0,71,1
2020-03-28,72,Leaders,Lil Uzi Vert Featuring NAV,0,72,1
2020-03-28,76,No Auto,Lil Uzi Vert Featuring Lil Durk,0,76,1
2020-03-28,83,Come This Way,Lil Uzi Vert,0,83,1
2020-03-28,86,Does To Me,Luke Combs Featuring Eric Church,0,86,1
2020-03-28,87,Got The Guap,Lil Uzi Vert Featuring Young Thug,0,87,1
2020-03-28,88,Supalonely,BENEE Featuring Gus Dapperton,0,88,1
2020-03-28,89,Money Spread,Lil Uzi Vert Featuring Young Nudy,0,89,1
2020-03-28,90,Cardigan,Don Toliver,0,90,1
2020-03-28,91,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,0,91,1
2020-03-28,98,Savage,Megan Thee Stallion Featuring Beyonce,0,98,1
2020-04-04,16,In Your Eyes,The Weeknd,0,16,1
2020-04-04,21,Alone Again,The Weeknd,0,21,1
2020-04-04,24,Scared To Live,The Weeknd,0,24,1
2020-04-04,25,Hardest To Love,The Weeknd,0,25,1
2020-04-04,28,Too Late,The Weeknd,0,28,1
2020-04-04,32,Snowchild,The Weeknd,0,32,1
2020-04-04,39,Escape From LA,The Weeknd,0,39,1
2020-04-04,41,Save Your Tears,The Weeknd & Ariana Grande,0,41,1
2020-04-04,45,Faith,The Weeknd,0,45,1
2020-04-04,55,Roses,SAINt JHN,0,55,1
2020-04-04,69,Repeat After Me (Interlude),The Weeknd,0,69,1
2020-04-04,80,Until I Bleed Out,The Weeknd,0,80,1
2020-04-04,94,Walk Em Down,NLE Choppa Featuring Roddy Ricch,0,94,1
2020-04-04,95,The Other Girl,Kelsea Ballerini x Halsey,0,95,1
2020-04-11,17,Turks,"NAV, Gunna & Travis Scott",0,17,1
2020-04-11,21,Break My Heart,Dua Lipa,0,21,1
2020-04-11,23,Believe It,PARTYNEXTDOOR & Rihanna,0,23,1
2020-04-11,78,After A Few,Travis Denning,0,78,1
2020-04-11,81,I Love My Country,Florida Georgia Line,0,81,1
2020-04-11,91,Hard To Forget,Sam Hunt,0,91,1
2020-04-11,93,Last Time I Say Sorry,Kane Brown & John Legend,0,93,1
2020-04-11,96,If The World Was Ending,JP Saxe Featuring Julia Michaels,0,96,1
2020-04-18,1,Toosie Slide,Drake,0,1,1
2020-04-18,22,Find My Way,DaBaby,0,22,1
2020-04-18,64,Fuck The World,Rod Wave,0,64,1
2020-04-18,67,Pray 4 Love,Rod Wave,0,67,1
2020-04-18,71,Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",0,71,1
2020-04-18,74,Thief In The Night,Rod Wave,0,74,1
2020-04-18,76,Tycoon,Future,0,76,1
2020-04-18,77,I Remember,Rod Wave,0,77,1
2020-04-18,78,The Greatest,Rod Wave,0,78,1
2020-04-18,81,Bluebird,Miranda Lambert,0,81,1
2020-04-18,84,Ribbon In The Sky,Rod Wave,0,84,1
2020-04-18,93,Here And Now,Kenny Chesney,0,93,1
2020-04-18,95,Thug Life,Rod Wave,0,95,1
2020-04-18,99,No Weakness,Rod Wave,0,99,1
2020-04-25,23,Level Of Concern,twenty one pilots,0,23,1
2020-04-25,54,Stupid Again,Tory Lanez,0,54,1
2020-04-25,59,Boyfriend,Selena Gomez,0,59,1
2020-04-25,64,Broke In A Minute,Tory Lanez,0,64,1
2020-04-25,78,Sigues Con El,Arcangel x Sech,0,78,1
2020-04-25,80,Die From A Broken Heart,Maddie & Tae,0,80,1
2020-04-25,84,DND,Polo G,0,84,1
2020-04-25,93,In Between,Scotty McCreery,0,93,1
2020-04-25,96,Ride It.,Regard,0,96,1
2020-04-25,98,Girl Of My Dreams,Rod Wave,0,98,1
2020-04-25,100,Boss Bitch,Doja Cat,0,100,1
2020-05-02,9,Rockstar,DaBaby Featuring Roddy Ricch,0,9,1
2020-05-02,17,Jump,DaBaby Featuring YoungBoy Never Broke Again,0,17,1
2020-05-02,35,@ MEH,Playboi Carti,0,35,1
2020-05-02,36,I'm Ready,Sam Smith & Demi Lovato,0,36,1
2020-05-02,44,PICK UP,DaBaby Featuring Quavo,0,44,1
2020-05-02,50,NASTY,DaBaby Featuring Ashanti & Megan Thee Stallion,0,50,1
2020-05-02,53,LIGHTSKIN SH*T,DaBaby Featuring Future & jetsonmade,0,53,1
2020-05-02,61,More Than My Hometown,Morgan Wallen,0,61,1
2020-05-02,63,CAN'T STOP,DaBaby,0,63,1
2020-05-02,64,BLAME IT ON BABY,DaBaby,0,64,1
2020-05-02,69,SAD SHIT,DaBaby,0,69,1
2020-05-02,71,DROP,DaBaby Featuring A Boogie Wit da Hoodie & London On Da Track,0,71,1
2020-05-02,74,TALK ABOUT IT,DaBaby,0,74,1
2020-05-02,85,CHAMPION,DaBaby,0,85,1
2020-05-02,86,I Dare You,Kelly Clarkson,0,86,1
2020-05-02,92,After Party,Don Toliver,0,92,1
2020-05-02,97,God Whispered Your Name,Keith Urban,0,97,1
2020-05-09,1,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",0,1,1
2020-05-09,11,Righteous,Juice WRLD,0,11,1
2020-05-09,45,All In,Lil Baby,0,45,1
2020-05-09,65,Sasuke,Lil Uzi Vert,0,65,1
2020-05-09,68,Cool Again,Kane Brown,0,68,1
2020-05-09,83,Ain't Easy,YoungBoy Never Broke Again,0,83,1
2020-05-09,84,Party Girl,StaySolidRocky,0,84,1
2020-05-09,86,Diamonds,YoungBoy Never Broke Again,0,86,1
2020-05-09,90,Bout My Business,YoungBoy Never Broke Again Featuring Sherhonda Gaulden,0,90,1
2020-05-09,92,Rough Ryder,YoungBoy Never Broke Again,0,92,1
2020-05-09,97,Drinking Alone,Carrie Underwood,0,97,1
2020-05-09,99,Thug Of Spades,YoungBoy Never Broke Again Featuring DaBaby,0,99,1
2020-05-16,7,Pain 1993,Drake Featuring Playboi Carti,0,7,1
2020-05-16,14,Chicago Freestyle,Drake Featuring Giveon,0,14,1
2020-05-16,19,D4L,"Future, Drake & Young Thug",0,19,1
2020-05-16,25,Not You Too,Drake Featuring Chris Brown,0,25,1
2020-05-16,27,Desires,Drake Featuring Future,0,27,1
2020-05-16,29,Be Kind,Marshmello & Halsey,0,29,1
2020-05-16,30,Time Flies,Drake,0,30,1
2020-05-16,32,Deep Pockets,Drake,0,32,1
2020-05-16,34,Demons,Drake Featuring Fivio Foreign & Sosa Geek,0,34,1
2020-05-16,35,When To Say When,Drake,0,35,1
2020-05-16,39,Landed,Drake,0,39,1
2020-05-16,45,From Florida With Love,Drake,0,45,1
2020-05-16,51,Losses,Drake,0,51,1
2020-05-16,52,War,Drake,0,52,1
2020-05-16,58,Six Feet Apart,Luke Combs,0,58,1
2020-05-16,61,We Paid,Lil Baby & 42 Dugg,0,61,1
2020-05-16,65,Social Distancing,Lil Baby,0,65,1
2020-05-16,81,Low Down,Lil Baby,0,81,1
2020-05-16,86,Humble,Lil Baby,0,86,1
2020-05-16,87,One Margarita,Luke Bryan,0,87,1
2020-05-16,100,Don't Rush,Young T & Bugsey Featuring Headie One,0,100,1
2020-05-23,1,Stuck With U,Ariana Grande & Justin Bieber,0,1,1
2020-05-23,3,Gooba,6ix9ine,0,3,1
2020-05-23,43,3 Headed Goat,Lil Durk Featuring Lil Baby & Polo G,0,43,1
2020-05-23,50,Can I,Kehlani Featuring Tory Lanez,0,50,1
2020-05-23,65,Zoo York,Lil Tjay Featuring Fivio Foreign & Pop Smoke,0,65,1
2020-05-23,68,Toxic,Kehlani,0,68,1
2020-05-23,76,Go Crazy,Chris Brown & Young Thug,0,76,1
2020-05-23,80,Change Your Life,Kehlani Featuring Jhene Aiko,0,80,1
2020-05-23,88,Me Vs Me,Moneybagg Yo,0,88,1
2020-05-23,91,Viral Moment,Lil Durk,0,91,1
2020-05-30,30,Flex,Polo G Featuring Juice WRLD,0,30,1
2020-05-30,32,Solitaires,Future Featuring Travis Scott,0,32,1
2020-05-30,33,X,Jonas Brothers Featuring Karol G,0,33,1
2020-05-30,34,Trillionaire,Future Featuring YoungBoy Never Broke Again,0,34,1
2020-05-30,40,Daisies,Katy Perry,0,40,1
2020-05-30,53,Trapped In The Sun,Future,0,53,1
2020-05-30,54,All Bad,Future Featuring Lil Uzi Vert,0,54,1
2020-05-30,57,Be Something,Polo G Featuring Lil Baby,0,57,1
2020-05-30,61,Martin & Gina,Polo G,0,61,1
2020-05-30,62,21,Polo G,0,62,1
2020-05-30,68,Hard To Choose One,Future,0,68,1
2020-05-30,69,Ridin Strikers,Future,0,69,1
2020-05-30,71,Hitek Tek,Future,0,71,1
2020-05-30,75,Too Comfortable,Future,0,75,1
2020-05-30,79,Posted With Demons,Future,0,79,1
2020-05-30,81,Touch The Sky,Future,0,81,1
2020-05-30,82,One Of My,Future,0,82,1
2020-05-30,84,Harlem Shake,Future Featuring Young Thug,0,84,1
2020-05-30,88,Don't Believe The Hype,Polo G,0,88,1
2020-05-30,92,Beautiful Pain (Losin My Mind),Polo G,0,92,1
2020-05-30,93,33,Polo G,0,93,1
2020-05-30,95,I Know,Polo G,0,95,1
2020-06-06,1,Rain On Me,Lady Gaga & Ariana Grande,0,1,1
2020-06-06,38,Dollaz On My Head,Gunna Featuring Young Thug,0,38,1
2020-06-06,41,Cooler Than A Bitch,Gunna Featuring Roddy Ricch,0,41,1
2020-06-06,55,Top Floor,Gunna Featuring Travis Scott,0,55,1
2020-06-06,57,Wunna,Gunna,0,57,1
2020-06-06,59,Blindfold,Gunna Featuring Lil Baby,0,59,1
2020-06-06,62,Need It,Migos Featuring YoungBoy Never Broke Again,0,62,1
2020-06-06,67,Argentina,Gunna,0,67,1
2020-06-06,70,Met Gala,Gunna,0,70,1
2020-06-06,76,Daechwita,Agust D,0,76,1
2020-06-06,78,Nasty Girl / On Camera,Gunna,0,78,1
2020-06-06,84,MOTW,Gunna,0,84,1
2020-06-06,86,Gimmick,Gunna,0,86,1
2020-06-06,98,Feigning,Gunna,0,98,1
2020-06-06,100,ily,Surf Mesa Featuring Emilee,0,100,1
